student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
12969,17,female,private,graduate,1.2,89.1,yes,30-60 min,no,mixed,45.0,41.7,41.6,42.8,f
12970,15,other,private,diploma,4.0,70.5,yes,30-60 min,yes,online videos,68.4,61.1,63.1,64.2,d
12971,16,female,public,no formal,4.9,82.2,no,15-30 min,yes,group study,70.8,63.6,63.3,65.9,c
12972,19,other,public,post graduate,4.6,58.3,yes,15-30 min,yes,coaching,60.8,67.5,63.2,63.8,d
12973,18,other,public,diploma,3.0,94.5,yes,30-60 min,no,group study,52.1,66.3,55.0,57.8,d
12974,16,other,private,no formal,6.9,81.8,yes,30-60 min,yes,group study,79.8,91.0,83.3,84.7,b
12975,19,male,public,graduate,5.7,83.8,no,15-30 min,no,mixed,72.7,86.2,79.7,79.5,b
12976,17,other,public,post graduate,5.9,56.4,yes,15-30 min,yes,textbook,75.8,71.2,75.3,74.1,c
12977,14,other,private,post graduate,2.8,64.2,yes,15-30 min,yes,textbook,50.8,43.8,53.0,49.2,e
12978,14,female,public,diploma,3.4,77.9,yes,<15 min,no,mixed,55.1,55.8,57.8,56.2,d
12979,15,male,public,no formal,5.3,59.4,yes,15-30 min,no,notes,64.6,59.1,57.3,60.3,d
12980,17,other,private,graduate,1.9,66.0,yes,30-60 min,no,notes,41.9,45.8,41.9,43.2,f
12981,15,female,private,graduate,5.7,85.9,yes,>60 min,no,group study,83.1,78.2,65.5,75.6,b
12982,16,female,private,high school,4.0,66.3,yes,30-60 min,yes,mixed,61.3,48.9,55.6,55.3,d
12983,14,other,public,post graduate,6.6,80.4,yes,<15 min,yes,mixed,87.7,88.8,93.9,90.1,a
12984,19,male,public,no formal,3.3,63.1,yes,<15 min,no,coaching,51.9,51.8,46.8,50.2,e
12985,16,male,private,diploma,8.0,83.7,yes,<15 min,yes,coaching,100.0,100.0,93.8,97.9,a
12986,19,female,public,no formal,5.2,58.9,yes,15-30 min,yes,online videos,64.2,63.8,67.8,65.3,c
12987,19,female,private,post graduate,5.4,83.6,yes,<15 min,no,online videos,81.3,81.1,79.9,80.8,b
12988,14,other,public,no formal,2.8,100.0,yes,>60 min,yes,online videos,56.4,50.8,60.8,56.0,d
12989,16,female,public,diploma,4.8,67.3,yes,15-30 min,no,textbook,59.4,63.8,65.5,62.9,d
12990,14,other,public,post graduate,3.1,65.5,yes,>60 min,no,notes,41.8,40.0,46.7,42.8,f
12991,19,male,private,high school,0.9,91.4,yes,15-30 min,yes,textbook,37.6,40.1,38.3,38.7,f
12992,16,female,private,no formal,3.8,75.9,yes,30-60 min,yes,coaching,69.7,60.8,65.6,65.4,c
12993,14,male,public,no formal,6.8,58.2,yes,15-30 min,no,notes,75.2,76.8,75.1,75.7,b
12994,14,female,private,diploma,4.1,79.9,yes,<15 min,yes,coaching,62.5,68.3,69.8,66.9,c
12995,16,other,public,diploma,3.6,78.1,yes,<15 min,yes,online videos,60.7,59.5,62.4,60.9,d
12996,19,male,public,graduate,3.6,65.9,yes,15-30 min,yes,online videos,58.1,58.3,52.1,56.2,d
12997,17,other,public,high school,8.0,65.3,yes,<15 min,no,notes,88.9,93.2,90.3,90.8,a
12998,18,male,public,graduate,5.6,87.5,yes,15-30 min,yes,online videos,86.3,83.6,90.6,86.8,a
12999,16,male,public,phd,0.8,60.8,yes,15-30 min,yes,notes,33.1,32.3,35.5,33.6,f
13000,14,male,public,post graduate,3.1,55.3,yes,<15 min,yes,coaching,55.0,56.2,53.4,54.9,e
13001,19,other,public,graduate,3.4,63.8,yes,<15 min,yes,coaching,51.1,55.0,55.7,53.9,e
13002,14,male,public,phd,2.7,87.5,yes,>60 min,yes,coaching,58.7,54.1,50.3,54.4,e
13003,19,female,public,phd,4.4,71.2,yes,15-30 min,no,notes,65.4,63.2,69.9,66.2,c
13004,16,other,private,graduate,3.0,66.9,yes,30-60 min,no,notes,47.0,44.5,57.6,49.7,e
13005,14,female,private,high school,3.1,74.0,yes,<15 min,no,textbook,50.8,47.1,56.2,51.4,e
13006,17,female,private,post graduate,4.6,82.0,yes,15-30 min,yes,online videos,74.3,74.3,75.9,74.8,c
13007,19,female,public,post graduate,0.9,97.1,yes,30-60 min,yes,coaching,45.8,42.1,42.6,43.5,f
13008,19,other,public,no formal,0.5,80.1,yes,15-30 min,yes,textbook,36.2,34.1,26.1,32.1,f
13009,15,male,private,phd,7.0,100.0,yes,15-30 min,no,online videos,93.2,90.7,96.3,93.4,a
13010,15,male,private,diploma,6.1,85.5,yes,30-60 min,no,mixed,84.4,81.9,78.7,81.7,b
13011,17,female,private,high school,5.1,70.7,yes,30-60 min,no,group study,64.7,65.9,69.0,66.5,c
13012,17,other,private,high school,4.9,87.8,yes,>60 min,yes,group study,77.3,70.8,74.5,74.2,c
13013,17,other,private,high school,3.8,84.2,yes,<15 min,yes,online videos,62.9,61.5,60.5,61.6,d
13014,15,other,private,diploma,8.0,91.7,yes,30-60 min,yes,coaching,100.0,98.5,100.0,99.5,a
13015,19,other,private,graduate,4.7,85.6,no,<15 min,yes,textbook,65.8,70.8,70.4,69.0,c
13016,17,male,private,diploma,8.0,76.6,yes,<15 min,yes,group study,100.0,100.0,92.4,97.5,a
13017,18,female,private,diploma,8.0,68.1,no,<15 min,no,coaching,92.5,86.3,93.8,90.9,a
13018,17,other,public,graduate,5.3,76.9,yes,30-60 min,yes,group study,77.5,72.3,75.9,75.2,b
13019,16,other,public,no formal,3.8,53.7,no,15-30 min,yes,online videos,48.9,55.1,51.7,51.9,e
13020,19,female,public,phd,4.3,72.7,yes,15-30 min,no,textbook,65.0,68.2,65.7,66.3,c
13021,17,female,public,graduate,3.4,58.0,yes,15-30 min,yes,mixed,56.5,51.0,48.4,52.0,e
13022,18,other,public,graduate,5.3,81.6,yes,<15 min,yes,coaching,74.3,76.3,75.7,75.4,b
13023,19,female,public,diploma,5.7,87.0,yes,30-60 min,yes,mixed,80.0,79.9,70.8,76.9,b
13024,17,female,public,phd,1.6,79.5,yes,30-60 min,yes,notes,42.1,46.2,41.7,43.3,f
13025,17,other,private,no formal,8.0,72.7,yes,30-60 min,no,online videos,95.1,88.1,91.1,91.4,a
13026,14,other,public,no formal,2.6,70.9,yes,>60 min,yes,notes,50.2,45.8,40.6,45.5,e
13027,14,male,private,post graduate,0.5,92.3,yes,30-60 min,no,notes,36.1,37.6,42.1,38.6,f
13028,15,male,public,graduate,4.1,89.2,yes,<15 min,no,mixed,73.2,69.0,71.1,71.1,c
13029,15,female,private,high school,1.8,59.7,yes,<15 min,no,textbook,35.3,28.4,32.1,31.9,f
13030,15,other,private,graduate,4.1,78.7,no,15-30 min,yes,online videos,59.9,63.1,64.2,62.4,d
13031,16,other,public,diploma,4.4,79.7,yes,30-60 min,yes,online videos,68.5,65.9,71.1,68.5,c
13032,16,other,private,diploma,5.2,72.0,yes,<15 min,no,mixed,74.0,70.4,76.6,73.7,c
13033,16,female,public,graduate,6.4,55.3,yes,30-60 min,yes,group study,74.0,75.0,73.6,74.2,c
13034,14,male,private,phd,2.1,50.0,no,>60 min,yes,mixed,39.6,27.7,32.8,33.4,f
13035,14,other,private,phd,3.5,77.5,yes,<15 min,no,group study,61.2,58.1,57.6,59.0,d
13036,17,female,public,phd,5.7,50.6,yes,30-60 min,no,mixed,64.2,66.7,66.1,65.7,c
13037,17,female,public,diploma,2.8,67.5,no,<15 min,yes,mixed,46.7,52.4,42.0,47.0,e
13038,16,female,public,high school,0.5,84.9,yes,>60 min,no,notes,28.9,31.2,27.6,29.2,f
13039,17,female,private,diploma,5.6,81.0,yes,>60 min,no,group study,80.5,75.8,79.9,78.7,b
13040,18,other,private,graduate,3.0,66.4,yes,15-30 min,no,textbook,47.9,51.8,54.0,51.2,e
13041,16,male,public,high school,2.9,87.9,yes,<15 min,no,group study,62.7,53.6,56.1,57.5,d
13042,17,other,private,graduate,4.5,82.6,yes,<15 min,yes,coaching,80.1,74.9,78.1,77.7,b
13043,19,female,public,graduate,4.3,68.0,yes,15-30 min,no,notes,62.9,59.9,63.5,62.1,d
13044,18,other,public,post graduate,6.4,96.9,yes,>60 min,no,coaching,97.1,91.6,92.6,93.8,a
13045,16,other,private,high school,1.5,82.0,no,30-60 min,no,notes,33.8,40.9,40.3,38.3,f
13046,17,male,public,graduate,8.0,63.8,yes,15-30 min,no,group study,93.4,87.8,95.0,92.1,a
13047,15,male,public,diploma,1.2,50.0,yes,<15 min,yes,group study,24.3,26.1,20.2,23.5,f
13048,17,male,private,no formal,3.4,78.2,yes,<15 min,no,online videos,57.8,57.7,59.6,58.4,d
13049,19,male,public,high school,2.4,67.7,yes,15-30 min,yes,notes,41.9,47.1,45.1,44.7,f
13050,16,other,public,no formal,4.4,75.3,yes,30-60 min,no,group study,66.3,62.3,57.4,62.0,d
13051,19,male,public,high school,4.3,71.6,no,15-30 min,yes,notes,61.7,62.7,61.5,62.0,d
13052,16,female,private,no formal,4.6,50.0,yes,15-30 min,yes,textbook,53.2,53.1,54.1,53.5,e
13053,19,male,private,phd,4.8,70.8,yes,15-30 min,no,notes,65.7,69.9,72.4,69.3,c
13054,17,female,public,no formal,7.1,59.1,yes,<15 min,yes,online videos,90.5,81.0,88.1,86.5,a
13055,14,other,private,post graduate,4.6,67.7,yes,30-60 min,no,group study,59.3,64.3,64.6,62.7,d
13056,17,female,private,post graduate,7.3,66.7,yes,30-60 min,no,group study,82.9,89.6,91.3,87.9,a
13057,15,female,private,diploma,0.5,75.9,yes,<15 min,yes,online videos,31.9,34.3,34.1,33.4,f
13058,14,other,private,no formal,0.5,79.3,yes,<15 min,yes,notes,29.7,34.0,29.9,31.2,f
13059,18,male,public,graduate,4.5,81.6,yes,30-60 min,yes,mixed,63.6,68.9,72.4,68.3,c
13060,15,other,public,high school,5.0,50.0,yes,>60 min,no,coaching,63.1,61.4,58.6,61.0,d
13061,18,male,private,high school,3.1,95.5,yes,<15 min,yes,group study,61.4,54.3,61.2,59.0,d
13062,15,male,public,diploma,4.2,51.5,yes,<15 min,no,coaching,68.4,58.3,62.6,63.1,d
13063,15,female,public,diploma,6.6,74.8,yes,15-30 min,no,group study,90.1,86.1,93.0,89.7,a
13064,19,male,public,graduate,5.7,63.1,yes,15-30 min,no,mixed,67.9,79.0,74.8,73.9,c
13065,16,other,private,graduate,3.5,79.3,yes,<15 min,no,mixed,62.2,57.0,59.1,59.4,d
13066,17,male,public,post graduate,4.7,50.0,yes,15-30 min,no,mixed,58.4,59.2,66.6,61.4,d
13067,17,male,public,no formal,5.9,97.3,yes,<15 min,yes,textbook,80.2,80.6,86.9,82.6,b
13068,17,female,public,high school,1.6,69.8,yes,15-30 min,no,notes,33.0,40.1,38.3,37.1,f
13069,19,female,private,diploma,2.5,82.2,yes,<15 min,yes,textbook,48.7,49.6,49.8,49.4,e
13070,17,other,private,post graduate,6.3,63.5,yes,15-30 min,no,textbook,74.5,74.7,78.1,75.8,b
13071,16,male,public,post graduate,0.5,98.9,no,>60 min,yes,group study,33.9,44.3,34.6,37.6,f
13072,18,other,private,graduate,1.9,55.2,yes,15-30 min,yes,notes,43.3,40.1,40.8,41.4,f
13073,15,other,private,graduate,1.6,50.0,yes,15-30 min,yes,online videos,36.2,37.7,35.9,36.6,f
13074,17,female,private,graduate,6.3,94.6,yes,15-30 min,yes,notes,87.7,87.2,84.4,86.4,a
13075,19,other,public,high school,1.9,58.1,yes,15-30 min,no,textbook,33.9,29.7,29.1,30.9,f
13076,17,female,private,graduate,6.0,74.0,no,<15 min,yes,notes,82.5,83.3,84.2,83.3,b
13077,18,male,private,diploma,3.5,97.4,no,30-60 min,yes,coaching,64.5,65.5,65.1,65.0,c
13078,17,male,public,diploma,8.0,69.2,yes,<15 min,yes,notes,89.9,98.5,100.0,96.1,a
13079,18,male,public,post graduate,4.5,78.7,no,30-60 min,no,online videos,69.6,70.9,66.6,69.0,c
13080,19,other,public,post graduate,6.6,86.7,yes,<15 min,yes,mixed,91.8,95.0,100.0,95.6,a
13081,15,male,private,no formal,5.3,75.4,yes,15-30 min,no,textbook,67.2,72.0,65.6,68.3,c
13082,15,female,private,phd,3.3,93.7,yes,>60 min,no,notes,56.6,56.0,60.1,57.6,d
13083,16,male,public,high school,4.2,85.2,yes,<15 min,no,group study,77.3,60.5,65.7,67.8,c
13084,17,female,public,high school,4.3,62.1,yes,15-30 min,yes,group study,54.2,55.0,54.6,54.6,e
13085,15,male,private,phd,3.3,85.5,yes,15-30 min,yes,group study,60.2,58.0,63.4,60.5,d
13086,14,other,private,diploma,6.2,74.5,yes,15-30 min,yes,notes,82.4,78.3,83.8,81.5,b
13087,16,male,private,post graduate,8.0,74.6,yes,<15 min,yes,group study,98.1,99.6,100.0,99.2,a
13088,19,other,private,high school,4.5,79.8,yes,30-60 min,no,notes,67.9,60.3,65.1,64.4,d
13089,17,other,public,post graduate,5.8,88.3,no,15-30 min,no,mixed,81.6,77.3,82.1,80.3,b
13090,16,other,public,post graduate,5.4,61.1,yes,30-60 min,no,group study,71.3,72.8,76.7,73.6,c
13091,15,male,private,diploma,0.5,93.8,yes,30-60 min,no,mixed,36.2,32.2,34.5,34.3,f
13092,16,male,public,graduate,5.3,92.9,no,<15 min,no,notes,85.1,74.9,81.0,80.3,b
13093,15,other,public,phd,5.2,65.9,yes,30-60 min,no,group study,66.7,68.2,72.6,69.2,c
13094,14,male,public,diploma,1.6,100.0,yes,15-30 min,no,group study,44.3,40.1,47.0,43.8,f
13095,19,male,private,diploma,0.5,72.5,yes,15-30 min,yes,mixed,31.2,27.9,30.6,29.9,f
13096,19,female,public,graduate,5.2,83.2,yes,<15 min,no,notes,77.3,72.6,73.6,74.5,c
13097,15,male,public,diploma,7.8,68.4,yes,<15 min,yes,coaching,94.8,92.7,90.6,92.7,a
13098,14,male,private,phd,3.5,86.8,yes,<15 min,yes,mixed,66.6,60.0,59.9,62.2,d
13099,16,female,private,no formal,3.5,68.6,no,30-60 min,yes,online videos,50.0,47.7,46.4,48.0,e
13100,16,female,private,diploma,8.0,77.3,yes,15-30 min,no,mixed,97.9,100.0,95.3,97.7,a
13101,15,male,private,graduate,6.2,50.0,no,15-30 min,yes,textbook,69.6,67.9,61.2,66.2,c
13102,16,female,public,diploma,1.6,68.2,yes,>60 min,yes,textbook,33.0,35.4,32.2,33.5,f
13103,15,female,public,high school,2.7,66.9,yes,<15 min,no,notes,41.0,49.1,47.7,45.9,e
13104,18,other,private,diploma,8.0,50.0,yes,15-30 min,yes,online videos,87.4,86.8,100.0,91.4,a
13105,17,male,private,post graduate,2.8,86.1,no,<15 min,no,online videos,53.5,53.2,51.5,52.7,e
13106,17,female,private,diploma,3.1,69.4,yes,<15 min,yes,online videos,59.4,59.9,49.8,56.4,d
13107,16,female,public,high school,5.7,50.0,yes,>60 min,no,mixed,59.0,61.4,70.7,63.7,d
13108,19,female,public,graduate,3.7,83.7,yes,15-30 min,yes,online videos,62.1,70.0,63.4,65.2,c
13109,19,male,private,graduate,5.2,90.7,yes,<15 min,yes,notes,80.1,74.6,80.4,78.4,b
13110,15,male,private,diploma,4.9,73.1,no,<15 min,yes,notes,70.9,65.7,74.4,70.3,c
13111,15,other,private,diploma,3.9,53.3,yes,>60 min,yes,notes,53.1,51.0,52.2,52.1,e
13112,17,male,private,no formal,6.9,50.0,yes,<15 min,no,online videos,71.5,69.1,77.6,72.7,c
13113,14,other,private,graduate,1.5,57.4,yes,>60 min,no,coaching,36.3,30.6,33.2,33.4,f
13114,16,other,private,diploma,4.5,63.1,no,<15 min,no,textbook,61.4,59.5,62.0,61.0,d
13115,17,female,private,diploma,3.0,99.6,yes,>60 min,no,coaching,56.6,59.1,59.5,58.4,d
13116,17,female,public,high school,7.8,72.1,yes,15-30 min,yes,textbook,89.5,90.7,98.0,92.7,a
13117,16,male,private,high school,3.9,56.7,yes,>60 min,yes,online videos,50.2,60.2,51.9,54.1,e
13118,17,other,private,post graduate,8.0,66.1,no,15-30 min,yes,mixed,95.4,89.9,98.2,94.5,a
13119,19,other,private,diploma,3.3,90.4,yes,30-60 min,yes,textbook,66.7,67.4,54.6,62.9,d
13120,15,other,private,no formal,4.5,83.0,yes,<15 min,no,mixed,72.7,70.8,58.0,67.2,c
13121,17,female,public,no formal,6.6,75.7,no,<15 min,yes,notes,86.9,82.0,79.5,82.8,b
13122,14,other,public,high school,2.2,72.6,yes,<15 min,no,coaching,44.1,41.9,40.7,42.2,f
13123,14,other,public,diploma,7.5,75.1,yes,15-30 min,yes,textbook,93.5,83.7,91.3,89.5,a
13124,17,male,public,graduate,4.3,77.2,yes,15-30 min,no,notes,64.7,61.2,70.0,65.3,c
13125,14,female,public,no formal,5.2,72.2,yes,15-30 min,no,notes,66.4,71.3,65.4,67.7,c
13126,14,female,private,diploma,5.4,76.5,yes,>60 min,yes,group study,69.8,67.1,76.4,71.1,c
13127,15,male,public,no formal,4.1,70.7,yes,<15 min,no,notes,65.0,54.8,64.2,61.3,d
13128,17,other,public,no formal,2.5,62.7,yes,<15 min,no,online videos,41.6,44.3,42.8,42.9,f
13129,17,male,private,post graduate,4.5,71.2,yes,<15 min,yes,coaching,63.0,64.7,67.4,65.0,c
13130,15,female,public,graduate,0.5,79.8,yes,30-60 min,yes,online videos,32.9,27.8,34.4,31.7,f
13131,17,female,private,post graduate,1.4,64.5,yes,30-60 min,yes,coaching,38.2,34.9,38.7,37.3,f
13132,15,female,public,high school,4.0,81.1,no,<15 min,yes,online videos,63.1,62.3,54.0,59.8,d
13133,17,female,private,high school,7.6,86.9,yes,<15 min,no,online videos,97.0,100.0,96.5,97.8,a
13134,16,other,public,diploma,7.6,79.9,no,<15 min,yes,online videos,91.9,99.2,89.1,93.4,a
13135,17,female,private,graduate,6.4,66.9,yes,<15 min,no,notes,87.3,81.5,80.5,83.1,b
13136,19,male,private,diploma,0.9,76.4,yes,30-60 min,yes,group study,33.8,40.9,40.2,38.3,f
13137,19,female,private,diploma,4.9,77.2,no,>60 min,no,coaching,69.7,62.4,71.5,67.9,c
13138,14,male,public,high school,2.4,77.9,yes,>60 min,yes,coaching,47.6,48.1,49.2,48.3,e
13139,18,male,public,diploma,4.1,96.5,no,15-30 min,yes,textbook,63.4,71.8,63.9,66.4,c
13140,14,male,private,post graduate,6.3,58.3,no,30-60 min,yes,online videos,75.4,70.7,69.3,71.8,c
13141,19,male,public,diploma,5.7,78.0,no,30-60 min,no,notes,77.0,71.8,73.7,74.2,c
13142,15,female,public,high school,7.0,69.2,yes,<15 min,no,coaching,83.8,87.0,81.8,84.2,b
13143,16,female,public,diploma,1.2,57.1,yes,>60 min,no,coaching,29.1,27.4,24.6,27.0,f
13144,14,male,public,graduate,2.0,56.9,yes,15-30 min,no,coaching,39.8,37.8,38.1,38.6,f
13145,14,other,public,no formal,7.5,87.6,yes,15-30 min,no,notes,91.3,96.0,97.6,95.0,a
13146,17,male,public,graduate,7.6,54.8,yes,15-30 min,yes,textbook,88.4,92.3,89.7,90.1,a
13147,19,other,public,phd,4.2,79.3,yes,<15 min,yes,textbook,66.2,61.8,70.1,66.0,c
13148,17,female,public,diploma,4.2,76.9,yes,<15 min,yes,notes,63.4,70.1,62.0,65.2,c
13149,17,male,public,no formal,6.8,62.6,yes,15-30 min,no,notes,82.6,74.2,70.9,75.9,b
13150,18,other,private,graduate,5.4,87.0,yes,15-30 min,yes,coaching,83.1,79.9,77.6,80.2,b
13151,15,male,private,no formal,5.6,58.0,no,<15 min,yes,online videos,63.1,70.2,66.7,66.7,c
13152,14,female,public,high school,2.3,67.1,yes,<15 min,yes,group study,40.6,46.4,46.8,44.6,f
13153,14,male,private,no formal,6.8,59.3,yes,>60 min,yes,group study,77.0,70.3,77.0,74.8,c
13154,16,other,private,high school,3.8,86.0,yes,15-30 min,yes,textbook,65.1,67.4,58.6,63.7,d
13155,15,female,private,post graduate,1.2,92.0,yes,<15 min,yes,notes,41.6,43.2,42.6,42.5,f
13156,14,male,private,graduate,2.6,78.6,yes,<15 min,no,textbook,53.4,53.8,53.1,53.4,e
13157,15,male,public,high school,3.0,100.0,yes,15-30 min,yes,online videos,64.3,65.5,64.7,64.8,d
13158,15,other,private,post graduate,7.5,81.4,yes,30-60 min,no,notes,95.7,96.5,97.7,96.6,a
13159,19,male,private,graduate,2.7,84.1,yes,15-30 min,yes,notes,50.6,52.0,57.6,53.4,e
13160,15,male,public,diploma,5.1,89.5,yes,30-60 min,no,group study,71.9,73.2,68.5,71.2,c
13161,17,female,private,no formal,0.5,65.3,no,<15 min,yes,textbook,23.5,21.5,20.8,21.9,f
13162,17,other,private,graduate,6.3,80.9,yes,15-30 min,no,textbook,85.7,76.2,83.5,81.8,b
13163,17,male,public,diploma,2.5,61.1,yes,<15 min,no,group study,45.2,43.1,43.9,44.1,f
13164,14,male,public,high school,5.1,56.0,yes,30-60 min,no,group study,59.4,59.7,57.2,58.8,d
13165,16,other,private,high school,5.1,90.7,yes,30-60 min,no,textbook,73.5,71.1,73.3,72.6,c
13166,14,male,private,no formal,5.6,62.8,no,15-30 min,yes,notes,78.6,63.6,69.9,70.7,c
13167,16,female,private,graduate,5.0,77.6,yes,30-60 min,yes,online videos,66.2,71.6,75.5,71.1,c
13168,15,other,private,no formal,8.0,98.5,no,15-30 min,yes,online videos,100.0,100.0,99.6,99.9,a
13169,17,other,public,diploma,4.7,50.0,yes,15-30 min,yes,textbook,55.0,61.6,54.7,57.1,d
13170,17,male,public,no formal,8.0,84.4,yes,>60 min,yes,mixed,95.1,100.0,95.6,96.9,a
13171,17,male,private,graduate,5.6,74.7,yes,<15 min,yes,mixed,80.3,76.4,77.1,77.9,b
13172,16,male,private,diploma,4.9,74.0,yes,15-30 min,yes,mixed,65.0,67.6,72.5,68.4,c
13173,16,other,private,graduate,6.2,75.9,yes,<15 min,no,online videos,84.9,78.4,85.3,82.9,b
13174,18,other,private,no formal,4.7,75.3,yes,15-30 min,no,online videos,65.3,66.8,68.3,66.8,c
13175,15,male,private,high school,5.2,82.5,yes,15-30 min,no,mixed,68.8,73.0,66.9,69.6,c
13176,17,other,public,no formal,5.0,59.9,yes,30-60 min,no,mixed,60.9,65.0,65.8,63.9,d
13177,18,other,public,graduate,4.8,82.2,yes,15-30 min,yes,coaching,69.6,67.5,74.9,70.7,c
13178,16,male,public,no formal,8.0,58.8,yes,30-60 min,no,mixed,86.2,84.1,87.7,86.0,a
13179,15,male,public,graduate,8.0,100.0,yes,<15 min,no,online videos,100.0,100.0,100.0,100.0,a
13180,16,male,private,no formal,5.0,73.5,no,<15 min,yes,mixed,61.4,66.1,67.6,65.0,c
13181,14,female,public,phd,7.0,77.6,yes,15-30 min,no,mixed,89.7,89.2,96.4,91.8,a
13182,14,other,private,diploma,6.9,100.0,yes,<15 min,no,online videos,100.0,98.6,98.0,98.9,a
13183,14,other,private,no formal,6.6,63.8,yes,15-30 min,no,group study,77.1,84.8,76.8,79.6,b
13184,15,male,private,no formal,5.4,74.8,yes,30-60 min,no,group study,72.3,63.5,70.2,68.7,c
13185,16,male,public,high school,5.7,54.7,yes,30-60 min,yes,notes,65.5,63.7,67.6,65.6,c
13186,18,female,public,post graduate,5.5,61.0,yes,30-60 min,no,mixed,65.4,66.3,69.5,67.1,c
13187,15,other,private,no formal,2.7,54.5,yes,>60 min,yes,textbook,30.2,33.9,40.7,34.9,f
13188,19,female,private,post graduate,4.1,86.5,yes,15-30 min,no,online videos,66.6,76.0,62.0,68.2,c
13189,19,female,private,diploma,1.7,83.2,no,30-60 min,yes,mixed,51.1,48.6,43.8,47.8,e
13190,19,female,private,post graduate,5.5,68.7,yes,30-60 min,yes,textbook,72.1,69.6,74.5,72.1,c
13191,18,male,public,post graduate,5.2,67.7,yes,15-30 min,no,mixed,68.6,68.6,75.4,70.9,c
13192,16,female,public,phd,5.8,89.0,yes,>60 min,no,notes,81.5,69.8,77.9,76.4,b
13193,14,other,private,no formal,2.6,74.9,yes,15-30 min,yes,notes,43.8,46.4,40.4,43.5,f
13194,17,male,public,post graduate,6.4,62.5,yes,<15 min,yes,coaching,82.6,79.2,87.0,82.9,b
13195,17,female,private,no formal,5.3,90.5,yes,<15 min,yes,group study,77.6,74.5,77.7,76.6,b
13196,18,male,private,high school,8.0,73.0,yes,15-30 min,yes,group study,89.3,95.8,91.7,92.3,a
13197,19,female,public,graduate,6.0,84.8,yes,30-60 min,yes,group study,88.3,81.5,79.0,82.9,b
13198,16,female,public,diploma,3.0,76.0,yes,15-30 min,no,group study,52.8,50.1,53.9,52.3,e
13199,16,female,private,diploma,1.3,100.0,yes,>60 min,yes,notes,50.3,48.0,48.6,49.0,e
13200,15,other,private,phd,4.7,72.0,yes,>60 min,no,notes,62.4,66.7,68.7,65.9,c
13201,14,female,private,post graduate,2.0,50.0,yes,15-30 min,yes,group study,34.4,43.1,36.1,37.9,f
13202,16,female,public,diploma,2.7,71.7,yes,15-30 min,no,notes,45.7,44.6,38.1,42.8,f
13203,17,male,public,graduate,2.2,78.8,yes,>60 min,no,textbook,40.2,49.3,38.4,42.6,f
13204,18,other,private,no formal,3.0,81.6,yes,15-30 min,no,mixed,57.0,58.6,48.6,54.7,e
13205,16,male,public,diploma,7.4,86.6,no,>60 min,yes,textbook,91.6,89.2,94.2,91.7,a
13206,19,other,private,graduate,2.2,66.6,no,<15 min,no,mixed,44.9,38.6,38.3,40.6,f
13207,17,male,public,graduate,3.3,97.5,yes,>60 min,no,group study,61.7,60.9,61.3,61.3,d
13208,18,male,private,post graduate,1.2,88.9,yes,<15 min,yes,online videos,47.7,43.7,48.0,46.5,e
13209,15,male,public,high school,0.6,76.9,yes,15-30 min,no,textbook,28.5,37.1,27.5,31.0,f
13210,18,other,private,post graduate,3.7,65.0,yes,>60 min,yes,notes,55.2,55.2,60.5,57.0,d
13211,17,male,private,graduate,4.7,100.0,yes,15-30 min,no,group study,77.4,78.0,81.2,78.9,b
13212,15,male,public,no formal,1.8,85.5,yes,30-60 min,yes,online videos,45.4,46.9,37.5,43.3,f
13213,15,male,public,diploma,1.0,67.9,yes,<15 min,yes,textbook,30.8,35.2,28.8,31.6,f
13214,19,male,private,diploma,0.5,95.2,yes,15-30 min,no,mixed,36.6,32.6,37.1,35.4,f
13215,14,male,public,diploma,4.6,78.2,yes,15-30 min,no,textbook,68.0,66.0,58.5,64.2,d
13216,16,female,private,no formal,6.3,96.7,yes,15-30 min,no,coaching,91.0,90.1,90.8,90.6,a
13217,16,male,public,diploma,1.2,62.9,yes,<15 min,yes,online videos,42.3,38.1,37.0,39.1,f
13218,17,female,public,no formal,2.9,72.1,no,30-60 min,no,notes,42.0,37.1,44.9,41.3,f
13219,18,male,private,post graduate,6.6,94.9,yes,>60 min,yes,group study,89.1,92.6,89.3,90.3,a
13220,16,female,private,post graduate,3.8,65.4,yes,15-30 min,no,notes,49.8,56.3,52.0,52.7,e
13221,16,female,public,diploma,4.0,71.4,yes,<15 min,no,group study,62.7,60.9,63.1,62.2,d
13222,19,male,public,no formal,5.1,50.0,yes,30-60 min,yes,online videos,62.6,62.3,54.9,59.9,d
13223,18,female,public,diploma,3.3,80.9,yes,>60 min,yes,group study,50.8,57.6,53.1,53.8,e
13224,18,male,public,graduate,2.6,91.6,yes,30-60 min,no,textbook,53.2,53.9,45.9,51.0,e
13225,16,male,public,post graduate,4.9,61.7,yes,15-30 min,yes,group study,72.2,66.1,56.8,65.0,c
13226,15,female,private,no formal,1.3,81.4,yes,>60 min,no,online videos,32.3,27.4,35.7,31.8,f
13227,16,female,public,graduate,0.8,67.2,yes,>60 min,no,mixed,29.0,24.7,24.4,26.0,f
13228,17,female,public,diploma,2.8,53.3,yes,30-60 min,yes,online videos,43.0,41.2,43.1,42.4,f
